simulation_id,sample_key,cell_id,time_trace,dis_to_target,simulation_file
20250721_131647_1.0,1,34,[1.00001    0.97559783 0.92570299 ... 1.1589904  1.09629803 1.09231154],3,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_87.h5
20250721_131647_1.0,1,35,[1.00001    0.98180253 0.9516054  ... 0.83876242 0.87044429 0.92976789],4,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_87.h5
20250721_131647_1.0,1,36,[1.00001    0.99203322 0.94525506 ... 1.08166001 1.07675674 0.99937748],3,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_87.h5
20250721_131647_1.0,1,37,[1.00001    1.02692619 1.03809037 ... 0.85028749 0.99113112 0.93175138],3,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_87.h5
20250721_131647_1.0,1,38,[1.00001    0.97900279 0.93279017 ... 1.15908064 1.18908313 1.2142574 ],2,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_87.h5
20250721_131647_1.0,1,39,[1.00001    1.01100999 0.98470679 ... 0.89248029 0.8882669  0.95984418],3,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_87.h5
20250721_131647_1.0,1,40,[1.00001    0.97467283 1.00282253 ... 0.91157872 0.95219396 0.9562699 ],3,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_87.h5
20250721_131647_1.0,1,41,[1.00001    1.03784482 1.07266559 ... 1.07044769 1.08858927 1.10619748],4,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_87.h5
20250721_131647_1.0,1,42,[1.00001    1.05915401 1.09269109 ... 0.92613972 0.92332965 0.95439118],5,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_87.h5
20250721_131647_1.0,1,43,[1.00001    0.91529311 0.91127235 ... 1.21532666 1.20840631 1.24824847],4,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_87.h5
20250721_131647_1.0,1,44,[1.00001    0.98267892 0.94546506 ... 0.82811717 0.8360554  0.85752118],4,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_87.h5
20250721_131647_1.0,1,45,[1.00001    0.93939961 0.97734099 ... 1.05315699 1.03489664 1.11498114],3,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_87.h5
20250721_131647_1.0,1,46,[1.00001    1.01927077 0.98026025 ... 0.89113674 0.83678324 0.8833712 ],4,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_87.h5
20250721_131647_1.0,1,47,[1.00001    1.03922019 1.10337836 ... 1.12393313 1.07032312 1.03133841],4,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_87.h5
20250721_131647_1.0,1,48,[1.00001    1.05926679 1.06920436 ... 0.93023232 0.97062594 0.9214704 ],5,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_87.h5
20250721_132231_1.0,1,0,[1.00001    1.05286973 1.03281051 ... 1.00923453 1.0287958  1.0167684 ],4,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_88.h5
20250721_132231_1.0,1,1,[1.00001    1.03243608 1.12073192 ... 1.20940357 1.26022821 1.28237009],4,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_88.h5
20250721_132231_1.0,1,2,[1.00001    0.98619534 0.99746868 ... 0.87083444 0.85063168 0.83624261],3,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_88.h5
20250721_132231_1.0,1,3,[1.00001    1.02475644 0.95123911 ... 0.97769059 0.99647866 0.96342417],3,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_88.h5
20250721_132231_1.0,1,4,[1.00001    0.99779915 1.0215189  ... 1.00679612 0.98816374 1.04429321],3,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_88.h5
20250721_132231_1.0,1,5,[1.00001    0.99152048 1.05111403 ... 1.36811984 1.36883657 1.35264072],4,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_88.h5
20250721_132231_1.0,1,6,[1.00001    0.9348058  0.97776993 ... 0.87330413 0.89667542 0.84536204],4,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_88.h5
20250721_132231_1.0,1,7,[1.00001    0.94076692 0.91227553 ... 0.90549226 0.92548651 0.88548804],3,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_88.h5
20250721_132231_1.0,1,8,[1.00001    1.03449543 1.07463498 ... 0.83441762 0.82525126 0.86051454],3,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_88.h5
20250721_132231_1.0,1,9,[1.00001    0.9573861  0.93840345 ... 1.37504894 1.38890765 1.42113583],2,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_88.h5
20250721_132231_1.0,1,10,[1.00001    1.01230746 1.04888726 ... 0.89724769 0.89483571 0.94274757],2,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_88.h5
20250721_132231_1.0,1,11,[1.00001    0.97594808 0.99676133 ... 1.44176594 1.34045532 1.29885649],2,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_88.h5
20250721_132231_1.0,1,12,[1.00001    1.01924638 0.99231849 ... 0.97998658 1.00466487 0.91464217],3,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_88.h5
20250721_132231_1.0,1,13,[1.00001    1.04398313 1.0618867  ... 1.33389911 1.32374903 1.35499383],3,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_88.h5
20250721_132231_1.0,1,14,[1.00001    0.95807818 0.96582425 ... 0.94277365 0.90649002 0.94374718],3,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_88.h5
20250721_132231_1.0,1,15,[1.00001    1.00595355 1.04404724 ... 0.91084804 0.81007015 0.82301477],2,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_88.h5
20250721_132231_1.0,1,16,[1.00001    0.98335479 0.96156029 ... 0.85622414 0.83102096 0.85310942],1,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_88.h5
20250721_132231_1.0,1,17,[1.00001    0.98283077 0.94302236 ... 1.24038669 1.21925731 1.12105114],1,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_88.h5
20250721_132231_1.0,1,18,[1.00001    1.00310015 0.99985899 ... 1.08681339 0.99391972 1.0537585 ],1,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_88.h5
20250721_132231_1.0,1,19,[1.00001    1.07512028 1.08983655 ... 1.23203409 1.2031789  1.2321628 ],2,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_88.h5
20250721_132231_1.0,1,20,[1.00001    0.96245463 0.9764528  ... 1.06029581 1.03489052 1.09144846],3,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_88.h5
20250721_132231_1.0,1,21,[1.00001    1.04063231 0.99776603 ... 1.04118979 1.07336418 1.10171057],3,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_88.h5
20250721_132231_1.0,1,22,[1.00001    1.01272796 1.0391499  ... 1.17340336 1.17671255 1.21034746],2,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_88.h5
20250721_132231_1.0,1,23,[1.00001    1.04840141 0.991488   ... 0.96364016 0.98342875 1.03588298],1,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_88.h5
20250721_132231_1.0,1,24,[1.00001    0.99331629 0.96671914 ... 1.37183237 1.31744197 1.26577598],0,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_88.h5
20250721_132231_1.0,1,25,[1.00001    0.9766938  0.98977625 ... 0.7528982  0.72585661 0.64503465],1,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_88.h5
20250721_132231_1.0,1,26,[1.00001    0.93617149 1.04425356 ... 0.99945237 1.04302536 1.11205544],2,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_88.h5
20250721_132231_1.0,1,27,[1.00001    1.00576367 1.05129914 ... 0.81985476 0.87678131 0.91859308],3,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_88.h5
20250721_132231_1.0,1,28,[1.00001    1.08447142 1.12038999 ... 1.01378664 0.96455704 0.92861796],3,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_88.h5
20250721_132231_1.0,1,29,[1.00001    0.99581379 0.98985848 ... 1.1062087  1.13972441 1.15534016],2,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_88.h5
20250721_132231_1.0,1,30,[1.00001    1.00449771 1.0127961  ... 0.83532927 0.8195961  0.90063495],2,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_88.h5
20250721_132231_1.0,1,31,[1.00001    0.94776812 0.90637827 ... 0.78580936 0.8152998  0.79124226],1,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_88.h5
20250721_132231_1.0,1,32,[1.00001    0.98311794 0.97447282 ... 0.99613586 0.92766156 0.96189227],2,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_88.h5
20250721_132231_1.0,1,33,[1.00001    1.09199205 1.13048611 ... 0.75138907 0.78134461 0.76069303],2,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_88.h5
20250721_132231_1.0,1,34,[1.00001    0.92658169 0.91530414 ... 0.95788073 1.00858294 1.07357333],3,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_88.h5
20250721_132231_1.0,1,35,[1.00001    1.03525127 0.99098903 ... 1.16944076 1.1543163  1.11275572],4,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_88.h5
20250721_132231_1.0,1,36,[1.00001    0.97844318 0.95233218 ... 1.47491876 1.48333551 1.47730579],3,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_88.h5
20250721_132231_1.0,1,37,[1.00001    0.95127364 0.98092291 ... 1.02291029 1.04173955 1.00057824],3,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_88.h5
20250721_132231_1.0,1,38,[1.00001    1.01265025 1.10588835 ... 0.7347728  0.76873742 0.78383656],2,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_88.h5
20250721_132231_1.0,1,39,[1.00001    0.96947138 1.01092775 ... 1.52771962 1.47323916 1.49737768],3,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_88.h5
20250721_132231_1.0,1,40,[1.00001    1.08901102 1.11704826 ... 1.16658544 1.12202898 1.09300356],3,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_88.h5
20250721_132231_1.0,1,41,[1.00001    1.02293899 1.0613626  ... 0.97625459 1.02434281 0.98820504],4,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_88.h5
20250721_132231_1.0,1,42,[1.00001    0.96889846 0.94846318 ... 1.03815566 1.01539838 1.00948454],5,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_88.h5
20250721_132231_1.0,1,43,[1.00001    0.99585211 0.95655695 ... 1.00483122 1.02963849 1.01185274],4,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_88.h5
20250721_132231_1.0,1,44,[1.00001    1.02955401 1.07961873 ... 1.19802298 1.22793947 1.27067267],4,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_88.h5
20250721_132231_1.0,1,45,[1.00001    0.94684724 0.95976158 ... 0.83057474 0.79932785 0.78349027],3,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_88.h5
20250721_132231_1.0,1,46,[1.00001    1.0487751  1.00540439 ... 0.65064731 0.66636014 0.61698869],4,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_88.h5
20250721_132231_1.0,1,47,[1.00001    0.90194357 0.92120362 ... 1.00851853 0.98681758 1.00926968],4,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_88.h5
20250721_132231_1.0,1,48,[1.00001    0.97080373 0.93620525 ... 0.91581744 0.99315473 0.99871604],5,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_88.h5
20250721_132807_1.0,1,0,[1.00001    1.00089515 1.02886888 ... 0.93586016 0.88021337 0.88070484],4,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_89.h5
20250721_132807_1.0,1,1,[1.00001    0.96201918 0.93500082 ... 0.72965264 0.69414546 0.71566841],4,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_89.h5
20250721_132807_1.0,1,2,[1.00001    1.01937665 1.11336169 ... 0.55974118 0.59398823 0.66969962],3,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_89.h5
20250721_132807_1.0,1,3,[1.00001    0.94506074 0.9477524  ... 1.0209076  1.11138589 1.10909586],3,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_89.h5
20250721_132807_1.0,1,4,[1.00001    0.9776084  1.00060865 ... 0.87300971 0.88296187 0.77142964],3,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_89.h5
20250721_132807_1.0,1,5,[1.00001    0.99832775 0.9757591  ... 0.80489287 0.79629129 0.72275741],4,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_89.h5
20250721_132807_1.0,1,6,[1.00001    1.0401694  1.07571441 ... 1.16242748 1.12035181 1.17519092],4,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_89.h5
20250721_132807_1.0,1,7,[1.00001    0.9764628  0.93098598 ... 0.85302915 0.78799225 0.76260785],3,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_89.h5
20250721_132807_1.0,1,8,[1.00001    0.99956366 0.97531616 ... 0.9002563  0.89967934 0.89260632],3,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_89.h5
20250721_132807_1.0,1,9,[1.00001    0.93644205 0.98994796 ... 0.92780891 0.97103269 0.89782476],2,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_89.h5
20250721_132807_1.0,1,10,[1.00001    1.04101265 1.08496974 ... 1.11044435 1.05746975 1.08201665],2,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_89.h5
20250721_132807_1.0,1,11,[1.00001    1.0807834  1.06954623 ... 1.13630699 1.19176852 1.24584069],2,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_89.h5
20250721_132807_1.0,1,12,[1.00001    1.00879174 1.01500458 ... 1.0296369  1.04622116 1.01707626],3,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_89.h5
20250721_132807_1.0,1,13,[1.00001    1.08005681 1.02005954 ... 0.83981507 0.78711962 0.68777249],3,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_89.h5
20250721_132807_1.0,1,14,[1.00001    1.06346246 1.09153461 ... 1.21886867 1.2210962  1.20889993],3,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_89.h5
20250721_132807_1.0,1,15,[1.00001    1.06681498 1.02759589 ... 0.87731588 0.87476908 0.94345855],2,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_89.h5
20250721_132807_1.0,1,16,[1.00001    0.94902597 0.89464739 ... 0.81839508 0.80905696 0.83366142],1,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_89.h5
20250721_132807_1.0,1,17,[1.00001    0.98620926 1.02719662 ... 0.92709482 0.87315253 0.85964112],1,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_89.h5
20250721_132807_1.0,1,18,[1.00001    1.00578208 0.98962974 ... 1.12435225 1.11807167 1.07840278],1,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_89.h5
20250721_132807_1.0,1,19,[1.00001    0.97194088 0.93331623 ... 0.84595442 0.85479662 0.90967026],2,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_89.h5
20250721_132807_1.0,1,20,[1.00001    1.00715674 0.99570408 ... 1.13048789 1.02137181 0.95712576],3,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_89.h5
20250721_132807_1.0,1,21,[1.00001    1.00261938 1.0301182  ... 0.72731622 0.7202296  0.74359209],3,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_89.h5
20250721_132807_1.0,1,22,[1.00001    0.99420778 1.0171668  ... 0.98308047 1.05085045 1.07988864],2,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_89.h5
20250721_132807_1.0,1,23,[1.00001    1.0239168  0.98530254 ... 1.24351826 1.20175842 1.1526572 ],1,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_89.h5
20250721_132807_1.0,1,24,[1.00001    1.02966905 0.94447521 ... 0.91339062 0.86726241 0.76832986],0,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_89.h5
20250721_132807_1.0,1,25,[1.00001    1.02153161 0.99767715 ... 0.93065452 0.92173008 0.87537529],1,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_89.h5
20250721_132807_1.0,1,26,[1.00001    1.03548444 1.01980137 ... 0.89921931 0.87806964 0.82314794],2,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_89.h5
20250721_132807_1.0,1,27,[1.00001    0.97671102 1.08374622 ... 0.89409211 0.84544984 0.79195794],3,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_89.h5
20250721_132807_1.0,1,28,[1.00001    1.04662251 1.05384442 ... 1.37700371 1.37337336 1.41266606],3,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_89.h5
20250721_132807_1.0,1,29,[1.00001    1.0356537  1.06010345 ... 1.37124768 1.41952232 1.44916422],2,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_89.h5
20250721_132807_1.0,1,30,[1.00001    1.05240284 1.0901285  ... 1.39238728 1.43152783 1.49162472],2,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_89.h5
20250721_132807_1.0,1,31,[1.00001    1.01579081 1.01997619 ... 1.74574932 1.69585298 1.7431263 ],1,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_89.h5
20250721_132807_1.0,1,32,[1.00001    1.00542116 0.89264532 ... 1.06571123 1.07578345 1.13743387],2,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_89.h5
20250721_132807_1.0,1,33,[1.00001    0.96382585 0.91267129 ... 0.92908674 1.00398709 0.96597978],2,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_89.h5
20250721_132807_1.0,1,34,[1.00001    0.9485317  0.95002737 ... 1.4425597  1.40290662 1.45562415],3,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_89.h5
20250721_132807_1.0,1,35,[1.00001    0.98487719 0.94161724 ... 1.04365549 1.10628247 1.10288307],4,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_89.h5
20250721_132807_1.0,1,36,[1.00001    1.00444105 0.93152191 ... 1.25068112 1.3151661  1.34811202],3,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_89.h5
20250721_132807_1.0,1,37,[1.00001    0.96330208 0.98079954 ... 1.1542588  1.27439297 1.29115236],3,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_89.h5
20250721_132807_1.0,1,38,[1.00001    0.97852097 1.02303179 ... 1.04397656 1.02813548 1.08610223],2,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_89.h5
20250721_132807_1.0,1,39,[1.00001    1.03982043 1.08361433 ... 1.04939291 1.03164854 1.02751945],3,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_89.h5
20250721_132807_1.0,1,40,[1.00001    1.04712839 1.05461595 ... 1.07118089 1.06284675 1.09375214],3,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_89.h5
20250721_132807_1.0,1,41,[1.00001    1.00164968 1.0113425  ... 1.17678677 1.22148106 1.23987776],4,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_89.h5
20250721_132807_1.0,1,42,[1.00001    0.9640977  1.02684583 ... 1.28381577 1.30485778 1.31071039],5,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_89.h5
20250721_132807_1.0,1,43,[1.00001    1.03515085 1.08454522 ... 1.02774858 0.98840515 0.93721068],4,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_89.h5
20250721_132807_1.0,1,44,[1.00001    0.93460802 0.90109586 ... 0.99866513 0.97307484 1.01592507],4,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_89.h5
20250721_132807_1.0,1,45,[1.00001    0.94286402 0.89662169 ... 0.93721423 1.02305372 1.03463026],3,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_89.h5
20250721_132807_1.0,1,46,[1.00001    0.9835305  1.07289722 ... 0.92706955 0.8665202  0.89534914],4,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_89.h5
20250721_132807_1.0,1,47,[1.00001    0.9473755  0.92484499 ... 1.06477268 1.04733715 1.03153082],4,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_89.h5
20250721_132807_1.0,1,48,[1.00001    0.96172625 0.99124156 ... 1.0359564  1.058578   0.96808227],5,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_89.h5
20250721_054311_1.0,1,0,[1.00001    1.02085037 1.01280242 ... 0.9397529  0.92946348 0.91897943],4,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_9.h5
20250721_054311_1.0,1,1,[1.00001    1.00085685 1.01351933 ... 0.75402958 0.74485735 0.71750865],4,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_9.h5
20250721_054311_1.0,1,2,[1.00001    1.052879   1.01830137 ... 0.60170799 0.61580053 0.55815762],3,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_9.h5
20250721_054311_1.0,1,3,[1.00001    1.00802525 0.97825733 ... 0.94899933 1.03617106 0.99759068],3,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_9.h5
20250721_054311_1.0,1,4,[1.00001    1.03755148 1.03911347 ... 0.88166914 0.84776035 0.81638643],3,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_9.h5
20250721_054311_1.0,1,5,[1.00001    1.03965666 0.97397223 ... 1.21669195 1.20531711 1.14847715],4,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_9.h5
20250721_054311_1.0,1,6,[1.00001    0.93843033 0.91254364 ... 0.81115377 0.79032909 0.84717299],4,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_9.h5
20250721_054311_1.0,1,7,[1.00001    1.04687067 1.02938333 ... 0.74550997 0.77630241 0.7919593 ],3,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_9.h5
20250721_054311_1.0,1,8,[1.00001    1.01389516 1.0198088  ... 0.90252134 0.88290876 0.91602296],3,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_9.h5
20250721_054311_1.0,1,9,[1.00001    0.97446939 0.96690674 ... 0.91221418 0.83638307 0.70771325],2,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_9.h5
20250721_054311_1.0,1,10,[1.00001    1.01781137 1.0197268  ... 1.05523885 1.1108549  1.05072233],2,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_9.h5
20250721_054311_1.0,1,11,[1.00001    1.0442185  1.0212301  ... 1.18199087 1.06156424 1.03112689],2,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_9.h5
20250721_054311_1.0,1,12,[1.00001    1.02371335 1.08309065 ... 0.8427834  0.84395194 0.83554618],3,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_9.h5
20250721_054311_1.0,1,13,[1.00001    1.04175557 1.03703759 ... 0.84687012 0.81911954 0.82077072],3,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_9.h5
20250721_054311_1.0,1,14,[1.00001    0.97654759 0.93939213 ... 1.04195931 1.00502417 0.9668943 ],3,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_9.h5
20250721_054311_1.0,1,15,[1.00001    1.03401185 1.02939445 ... 0.9615712  1.00911775 1.00754393],2,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_9.h5
20250721_054311_1.0,1,16,[1.00001    1.03896081 1.04402239 ... 1.08019089 1.06250908 0.97612527],1,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_9.h5
20250721_054311_1.0,1,17,[1.00001    0.95759192 0.86220703 ... 1.81120774 1.66334723 1.54059618],1,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_9.h5
20250721_054311_1.0,1,18,[1.00001    0.90181595 0.85776605 ... 0.92306049 0.96019569 1.00847688],1,sim_data__stimMag_0.50_beta_0.40_noise_0.040_kcross_0.0050_nSamples_25_9.h5
